borough,neighborhood,sale_year,median_sale_price,median_price_per_sqft,num_sales,price_appreciation_yoy
Manhattan,FLATIRON,2026,2750000.0,1069.1245967709533,48,0.4193548387096775
Manhattan,GRAMERCY,2025,994400.0,1048.3870967741937,378,
Manhattan,GRAMERCY,2026,1200000.0,236.14253393665157,87,0.20675784392598562
Manhattan,GREENWICH VILLAGE-CENTRAL,2025,1410000.0,1442.0423628297744,413,
Manhattan,GREENWICH VILLAGE-CENTRAL,2026,1975000.0,1522.597897026831,135,0.4007092198581561
Manhattan,GREENWICH VILLAGE-WEST,2025,1611147.5,2677.6970868992757,426,
Manhattan,GREENWICH VILLAGE-WEST,2026,1950000.0,2052.3144768183593,114,0.21031749110494236
Manhattan,HARLEM-CENTRAL,2025,835000.0,476.99422580410294,350,
Manhattan,HARLEM-CENTRAL,2026,685000.0,275.2258054655533,93,-0.17964071856287422
Manhattan,HARLEM-EAST,2025,725000.0,388.60103626943004,107,
Manhattan,HARLEM-EAST,2026,655382.0,229.80958634274458,44,-0.0960248275862069
Manhattan,HARLEM-UPPER,2025,725000.0,413.0966952264382,78,
Manhattan,HARLEM-UPPER,2026,318849.0,7.52797118847539,40,-0.560208275862069
Manhattan,HARLEM-WEST,2025,342550.5,27.806122448979593,14,
Manhattan,HARLEM-WEST,2026,380000.0,43.01967970679627,4,0.10932548631515648
Manhattan,INWOOD,2025,450000.0,122.79691364297244,65,
Manhattan,INWOOD,2026,615000.0,498.49699398797594,20,0.3666666666666667
Manhattan,JAVITS CENTER,2025,4403750.0,1169.906407487401,55,
Manhattan,JAVITS CENTER,2026,2250456.5,,26,-0.4889681521430599
Manhattan,KIPS BAY,2025,936000.0,609.7299996433285,180,
Manhattan,KIPS BAY,2026,1286634.0,,49,0.37460897435897444
Manhattan,LITTLE ITALY,2025,2725000.0,636.1307347505663,33,
Manhattan,LITTLE ITALY,2026,30664855.0,1243.5249844036143,32,10.253157798165137
Manhattan,LOWER EAST SIDE,2025,1075000.0,595.3582240161453,217,
Manhattan,LOWER EAST SIDE,2026,1225000.0,1010.1512518675086,62,0.13953488372093026
Manhattan,MANHATTAN VALLEY,2025,910294.5,846.4473056747735,122,
Manhattan,MANHATTAN VALLEY,2026,890000.0,0.00042949176807444524,29,-0.022294433285052206
Manhattan,MIDTOWN CBD,2025,1715000.0,526.3711270871579,187,
Manhattan,MIDTOWN CBD,2026,1419441.0,646.2145432283518,43,-0.17233760932944608
Manhattan,MIDTOWN EAST,2025,800000.0,1008.2768999247554,831,
Manhattan,MIDTOWN EAST,2026,889500.0,787.2826607076436,214,0.11187499999999995
Manhattan,MIDTOWN WEST,2025,1425000.0,640.5607368021085,501,
Manhattan,MIDTOWN WEST,2026,1755000.0,1688.92760356175,170,0.2315789473684211
Manhattan,MORNINGSIDE HEIGHTS,2025,976250.0,160.81000595592616,72,
Manhattan,MORNINGSIDE HEIGHTS,2026,782500.0,,22,-0.19846350832266324
Manhattan,MURRAY HILL,2025,830000.0,1203.5213772029188,372,
Manhattan,MURRAY HILL,2026,875000.0,752.9432301855018,115,0.054216867469879526
Manhattan,ROOSEVELT ISLAND,2025,945000.0,,48,
Manhattan,ROOSEVELT ISLAND,2026,1123207.5,,12,0.188579365079365
Manhattan,SOHO,2025,3767500.0,1037.9596678529063,216,
Manhattan,SOHO,2026,4440000.0,1863.5594351788468,64,0.17850033178500335
Manhattan,SOUTHBRIDGE,2025,825000.0,,51,
Manhattan,SOUTHBRIDGE,2026,655000.0,,13,-0.20606060606060606
Manhattan,TRIBECA,2025,2750000.0,5.583649150169854,345,
Manhattan,TRIBECA,2026,2615000.0,1070.0115871838727,94,-0.049090909090909074
Manhattan,UPPER EAST SIDE (59-79),2025,1410000.0,1236.0654190449854,1240,
Manhattan,UPPER EAST SIDE (59-79),2026,1650000.0,1072.7511353593995,384,0.17021276595744683
Manhattan,UPPER EAST SIDE (79-96),2025,1295000.0,1215.6633547632964,1125,
Manhattan,UPPER EAST SIDE (79-96),2026,1294699.5,23.373066609984136,288,-0.00023204633204632064
Manhattan,UPPER EAST SIDE (96-110),2025,1602500.0,,31,
Manhattan,UPPER EAST SIDE (96-110),2026,721567.0,,10,-0.5497241809672386
Manhattan,UPPER WEST SIDE (59-79),2025,1365000.0,780.200937344295,1005,
Manhattan,UPPER WEST SIDE (59-79),2026,1300000.0,934.3662758781021,290,-0.04761904761904767
Manhattan,UPPER WEST SIDE (79-96),2025,1302500.0,807.1025020177563,652,
Manhattan,UPPER WEST SIDE (79-96),2026,1995000.0,1520.9924879042528,209,0.5316698656429943
Manhattan,UPPER WEST SIDE (96-116),2025,1100000.0,919.1880505553428,296,
Manhattan,UPPER WEST SIDE (96-116),2026,1031000.0,0.120598166907863,65,-0.06272727272727274
Manhattan,WASHINGTON HEIGHTS LOWER,2025,546000.0,116.92307692307692,94,
Manhattan,WASHINGTON HEIGHTS LOWER,2026,376000.0,0.05162622612287042,30,-0.31135531135531136
Manhattan,WASHINGTON HEIGHTS UPPER,2025,545000.0,191.87862561356536,151,
Manhattan,WASHINGTON HEIGHTS UPPER,2026,535000.0,168.66606591865357,54,-0.01834862385321101
Queens,AIRPORT JFK,2025,8872370.0,,1,
Queens,AIRPORT LA GUARDIA,2025,575201.0,784.3137254901961,3,
Queens,AIRPORT LA GUARDIA,2026,895000.0,731.2091503267974,2,0.5559778234043404
Queens,ARVERNE,2025,605000.0,346.844262295082,94,
Queens,ARVERNE,2026,570160.0,310.03494513738764,24,-0.057586776859504085
Queens,ASTORIA,2025,918212.5,601.9230769230769,630,
Queens,ASTORIA,2026,1032500.0,610.5006105006105,152,0.1244673754713641
Queens,BAYSIDE,2025,835000.0,687.1540055248619,591,
Queens,BAYSIDE,2026,789000.0,668.2867557715674,172,-0.05508982035928145
Queens,BEECHHURST,2025,570000.0,629.1165865384615,104,
Queens,BEECHHURST,2026,467500.0,725.057811258654,24,-0.17982456140350878
Queens,BELLE HARBOR,2025,1090000.0,602.1756021756022,37,
Queens,BELLE HARBOR,2026,775000.0,502.4203431372549,11,-0.28899082568807344
Queens,BELLEROSE,2025,800000.0,579.5791785375119,94,
Queens,BELLEROSE,2026,835000.0,573.4890109890109,20,0.043749999999999956
Queens,BREEZY POINT,2025,727500.0,,39,
Queens,BREEZY POINT,2026,750000.0,,13,0.030927835051546282
Queens,BRIARWOOD,2025,300000.0,586.7449162679426,100,
Queens,BRIARWOOD,2026,290000.0,631.9444444444445,33,-0.033333333333333326
Queens,BROAD CHANNEL,2025,504400.0,423.4234234234234,26,
Queens,BROAD CHANNEL,2026,511000.0,526.3929618768328,4,0.013084853291038812
Queens,CAMBRIA HEIGHTS,2025,705000.0,514.1653290529696,90,
Queens,CAMBRIA HEIGHTS,2026,710000.0,558.6324786324786,23,0.007092198581560183
Queens,COLLEGE POINT,2025,894000.0,538.5487528344671,158,
Queens,COLLEGE POINT,2026,870000.0,535.0091827364554,61,-0.02684563758389258
Queens,CORONA,2025,1422775.0,518.1907862222522,388,
Queens,CORONA,2026,911500.0,503.9283322121043,52,-0.35935056491715134
Queens,DOUGLASTON,2025,915000.0,669.2672485453035,112,
Queens,DOUGLASTON,2026,646500.0,737.3113854595337,28,-0.2934426229508197
Queens,EAST ELMHURST,2025,871997.5,563.9913232104121,78,
Queens,EAST ELMHURST,2026,894500.0,479.41729323308266,22,0.02580569325026727
Queens,ELMHURST,2025,616520.5,524.6460108213732,430,
Queens,ELMHURST,2026,610888.0,546.875,131,-0.009135949250673736
Queens,FAR ROCKAWAY,2025,674000.0,358.85167464114835,172,
Queens,FAR ROCKAWAY,2026,1320000.0,377.14646464646466,71,0.9584569732937684
Queens,FLORAL PARK,2025,850000.0,683.1767719897523,88,
Queens,FLORAL PARK,2026,785000.0,719.6969696969697,20,-0.07647058823529407
Queens,FLUSHING MEADOW PARK,2025,522500.0,,8,
Queens,FLUSHING MEADOW PARK,2026,412000.0,,2,-0.21148325358851672
Queens,FLUSHING-NORTH,2025,700000.0,706.9218441814596,1546,
Queens,FLUSHING-NORTH,2026,703796.5,713.8873396542108,470,0.0054235714285715275
Queens,FLUSHING-SOUTH,2025,552196.0,658.7301587301587,378,
Queens,FLUSHING-SOUTH,2026,605000.0,690.0394885966043,104,0.09562546631992985
Queens,FOREST HILLS,2025,488381.0,754.6621998883305,630,
Queens,FOREST HILLS,2026,595000.0,782.5884605051048,192,0.21831111365921285
Queens,FRESH MEADOWS,2025,1170000.0,720.9413140276132,63,
Queens,FRESH MEADOWS,2026,999000.0,794.7976878612717,21,-0.1461538461538462
Queens,GLEN OAKS,2025,417000.0,657.8947368421053,205,
Queens,GLEN OAKS,2026,370000.0,539.532182796603,53,-0.11270983213429253
Queens,GLENDALE,2025,918750.0,521.1200305810398,190,
Queens,GLENDALE,2026,799550.0,531.1475409836066,40,-0.12974149659863943
Queens,HAMMELS,2025,455000.0,451.44776314073306,29,
Queens,HAMMELS,2026,827500.0,487.8816615658721,12,0.8186813186813187
Queens,HILLCREST,2025,471000.0,659.7222222222222,65,
Queens,HILLCREST,2026,547500.0,603.8985685367264,10,0.16242038216560517
Queens,HOLLIS,2025,747500.0,469.1142191142191,198,
Queens,HOLLIS,2026,755000.0,537.8787878787879,65,0.010033444816053505
Queens,HOLLIS HILLS,2025,980000.0,763.9982943596688,46,
Queens,HOLLIS HILLS,2026,1080000.0,728.5714285714286,9,0.1020408163265305
Queens,HOLLISWOOD,2025,775000.0,630.7158625039419,62,
Queens,HOLLISWOOD,2026,680300.0,702.42656449553,18,-0.12219354838709673
Queens,HOWARD BEACH,2025,558316.0,465.1848888888889,249,
Queens,HOWARD BEACH,2026,560000.0,455.45560030032084,74,0.0030162130406437004
Queens,JACKSON HEIGHTS,2025,430000.0,564.2688679245283,462,
Queens,JACKSON HEIGHTS,2026,518000.0,506.36574074074076,159,0.20465116279069773
Queens,JAMAICA,2025,882000.0,562.700964630225,127,
Queens,JAMAICA,2026,1175000.0,601.4357844666251,69,0.33219954648526073
Queens,JAMAICA BAY,2025,670000.0,451.559934318555,11,
Queens,JAMAICA BAY,2026,635000.0,462.8279883381924,3,-0.052238805970149294
Queens,JAMAICA ESTATES,2025,1250000.0,776.3544448354621,67,
Queens,JAMAICA ESTATES,2026,1700000.0,716.7106752168993,16,0.3600000000000001
Queens,JAMAICA HILLS,2025,820000.0,516.6386554621849,42,
Queens,JAMAICA HILLS,2026,1040000.0,552.7777777777778,9,0.2682926829268293
Queens,KEW GARDENS,2025,361000.0,546.6621278748781,165,
Queens,KEW GARDENS,2026,338250.0,496.7532467532468,48,-0.06301939058171746
Queens,LAURELTON,2025,660000.0,468.25396825396825,163,
